Global_ID	Database_Source	Search_Date	Record_ID_in_DB	Title	Authors	Year	DOI	Link_URL	Type	Record_Status	Duplicate_Group_I	Duplicate_Removal_Reason	Included_in_Unique_Set	Stage_1_R1	Stage_1_R2	Stage_1_Conflict	Stage_1_FinalDecision	Stage_1_Notes	Stage_2_FullText_Available	Stage_2_R1	Stage_2_R2	Stage_2_Conflict	Stage_2_FinalDecision	ExclusionReasonCode	ExclusionReasonDetail	FullText_FilePath	QA1	QA2	QA3	QA4	QA5	QA6	QA7	QA8	QA9	QA10	QA_Total	QA_Average	QA_IncludeFlag	Final_Inclusion_Status	Reason_if_Excluded	Notes
88	IEEE	25-10-2025	88	A Decade of Progress: A Systematic Literature Review on the Integration of AI in Software Engineering Phases and Activities (2013-2023)	U. K. Durrani; M. Akpinar; M. Fatih Adak; A. Talha Kabakus; M. Maruf Ã–ztÃ¼rk; M. Saleh	2024	10.1109/ACCESS.2024.3488904	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10740293	Journal	unique			1	0	0	0	0							E2																		
89	IEEE	25-10-2025	89	Software Sentiment Analysis using Deep-learning Approach with Word-Embedding Techniques	V. K. Chandra Mula; L. Kumar; L. B. Murthy; A. Krishna	2022	10.15439/2022F138	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9909342	Conference	unique			1	0	0	0	0							E3																		
90	IEEE	25-10-2025	90	Just-in-Time Software Defect Prediction Techniques: A Survey	E. Alnagi; M. Azzeh	2024	10.1109/ICICS63486.2024.10638276	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10638276	Conference	unique			1	0	0	0	0							E3																		
91	IEEE	25-10-2025	91	Software Defect Prediction via Multi-Channel Convolutional Neural Network	C. Lang; J. Li; T. Kobayashi	2021	10.1109/QRS54544.2021.00065	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724813	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
92	IEEE	25-10-2025	92	Graph Neural Network for Source Code Defect Prediction	L. Å ikiÄ‡; A. S. Kurdija; K. Vladimir; M. Å iliÄ‡	2022	10.1109/ACCESS.2022.3144598	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684879	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
93	IEEE	25-10-2025	93	Leveraging Machine Learning for Enhanced Software Defect Prediction and Quality Assurance: A Comparative Analysis	P. Mohandas; A. Duraipandian; V. Chaitanya; A. N. Tharun; D. B. Vishnuvardhan; D. N. V. Kumar	2024	10.1109/ICCIRT59484.2024.10921974	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10921974	Conference	unique			1	0	0	0	0							E1																		
94	IEEE	25-10-2025	94	CSTLineDP: A Fine-grained Software Defect Prediction Framework Based on CST and Bi-GRU	X. Li; C. Zhang	2024	10.1109/EIECC64539.2024.10929201	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10929201	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
95	IEEE	25-10-2025	95	EDP-BGCNN: Effective Defect Prediction via BERT-based Graph Convolutional Neural Network	H. Shen; X. Ju; X. Chen; G. Yang	2023	10.1109/COMPSAC57700.2023.00114	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10196969	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
96	IEEE	25-10-2025	96	Lessons Learned from Using a Deep Tree-Based Model for Software Defect Prediction in Practice	H. K. Dam; T. Pham; S. W. Ng; T. Tran; J. Grundy; A. Ghose; T. Kim; C. -J. Kim	2019	10.1109/MSR.2019.00017	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816787	Conference	duplicate	2	Identical title, same year, different database	0																													
97	IEEE	25-10-2025	97	A novel software defect prediction method based on hierarchical neural network	H. Yu; X. Sun; Z. Zhou; G. Fan	2021	10.1109/COMPSAC51774.2021.00059	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529567	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
98	IEEE	25-10-2025	98	EPR: a Neural Network for Automatic Feature Learning from Code for Defect Prediction	D. Fang; S. Liu; A. Liu	2021	10.1109/QRS54544.2021.00059	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724897	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
99	IEEE	25-10-2025	99	CNN Based Severity Prediction of Bug Reports	R. M. D. S. Rathnayake; B. T. G. S. Kumara; E. M. U. W. J. B. Ekanayake	2021	10.1109/FITI54902.2021.9833043	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833043	Conference	unique			1	0	0	0	0							E3																		
100	IEEE	25-10-2025	100	Explaining of Transformer-based Models for Vulnerable Function Detection	Z. Rusinova; Y. Chernyshov; A. Dolganov	2024	10.1109/USBEREIT61901.2024.10583974	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10583974	Conference	unique			1	0	0	0	0							E3																		
101	IEEE	25-10-2025	101	Software Defect Prediction Model Based on Syntactic Semantics and Flow Information Features	C. Huang; Y. Zhu; Q. Yu; Y. Ding; G. Hao	2024	10.1109/DSA63982.2024.00013	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10818301	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
102	IEEE	25-10-2025	102	Artificial Intelligence in Software Testing: A Systematic Review	M. Islam; F. Khan; S. Alam; M. Hasan	2023	10.1109/TENCON58879.2023.10322349	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10322349	Conference	unique			1	0	0	0	0							E2																		
103	IEEE	25-10-2025	103	JITBoost: Boosting Just-In-Time Defect Prediction using Boolean Combination of Classifiers	M. A. Shehab; A. Hamou-Lhadj; V. S. Gunda	2023	10.1109/QRS60937.2023.00019	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366529	Conference	unique			1	0	0	0	0							E3																		
104	IEEE	25-10-2025	104	CNN-Based Deep Learning Approach for Prioritization of Bug Reports	P. G. S. M. Dharmakeerthi; R. A. H. M. Rupasingha; B. T. G. S. Kumara	2024	10.1109/ICARC61713.2024.10499704	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499704	Conference	unique			1	0	0	0	0							E3																		
105	IEEE	25-10-2025	105	Application of Spectrum State Prediction Method Based on CNN-LSTM Network in Communication Interference	Z. Tian; D. Yu; Y. Bai; S. Lei; Y. Wang	2023	10.1109/ACCESS.2023.3307708	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10227291	Journal	unique			1	0	0	0	0							E3																		
106	IEEE	25-10-2025	106	FINDGATE: Fine-grained Defect Prediction Based on a Heterogeneous Discrete Code Graph-guided Attention Transformer	J. Xu; P. Chen; B. Yin; Z. Huang; Q. Qiu	2023	10.1109/QRS60937.2023.00017	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366664	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
107	IEEE	25-10-2025	107	Semantic Feature Learning via Dual Sequences for Defect Prediction	J. Lin; L. Lu	2021	10.1109/ACCESS.2021.3051957	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9326378	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
108	IEEE	25-10-2025	108	Neural Network Modelling of Point-Defect Microcavities in One-Dimensional Photonic Crystals	Y. Liu	2024	10.1109/CCSB63463.2024.10735505	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10735505	Conference	unique			1	0	0	0	0							E3																		
109	IEEE	25-10-2025	109	ApacheJIT: A Large Dataset for Just-In-Time Defect Prediction	H. Keshavarz; M. Nagappan	2022	10.1145/3524842.3527996	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796180	Conference	duplicate	41		0																													
110	IEEE	25-10-2025	110	UAV Target Detection and Path Planning Based on Improved YOLOv4 Networks with Improved Artificial Potential Field Methods	Z. Liu	2023	10.1109/ISPCEM60569.2023.00006	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499401	Conference	unique			1	0	0	0	0							E3																		
111	IEEE	25-10-2025	111	Predicting Change Propagation between Code Clone Instances by Graph-based Deep Learning	B. Hu; Y. Wu; X. Peng; C. Sha; X. Wang; B. Fu; W. Zhao	2022	10.1145/3524610.3527766	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796242	Conference	duplicate	56		0																													
112	IEEE	25-10-2025	112	Pre-Trained Model-Based Software Defect Prediction for Edge-Cloud Systems	S. Kwon; S. Lee; D. Ryu; J. Baik	2023	10.13052/jwe1540-9589.2223	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10247502	Journal	unique			1	0	0	0	0							E3																		
113	IEEE	25-10-2025	113	A Deep-Learning Based Solution to Automatically Control Closure and Seal of Pizza Packages	N. BanÃºs; I. Boada; A. Bardera; P. ToldrÃ 	2021	10.1109/ACCESS.2021.3135973	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652515	Journal	unique			1	0	0	0	0							E3																		
114	IEEE	25-10-2025	114	Learning Stretch-Shrink Latent Representations With Autoencoder and K-Means for Software Defect Prediction	V. A. Phan	2022	10.1109/ACCESS.2022.3219589	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9938987	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
115	IEEE	25-10-2025	115	Combining feature selection, feature learning and ensemble learning for software fault prediction	H. D. Tran; L. T. M. Hanh; N. T. Binh	2019	10.1109/KSE.2019.8919292	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919292	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
116	IEEE	25-10-2025	116	Federated Learning for Software Engineering: A Case Study of Code Clone Detection and Defect Prediction	Y. Yang; X. Hu; Z. Gao; J. Chen; C. Ni; X. Xia; D. Lo	2024	10.1109/TSE.2023.3347898	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10379838	Journal	unique			1	0	0	0	0							E3																		
117	IEEE	25-10-2025	117	Cross-project Defect Prediction via ASTToken2Vec and BLSTM-based Neural Network	H. Li; X. Li; X. Chen; X. Xie; Y. Mu; Z. Feng	2019	10.1109/IJCNN.2019.8852135	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852135	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
118	IEEE	25-10-2025	118	Multi-Dimensional Software Defect Prediction using Ensemble and Deep Learning	S. Abhichandani	2025	10.1109/ICSCDS65426.2025.11166995	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166995	Conference	unique	30		1	1	1	0	1		1	1	1	0	1																	1		
119	IEEE	25-10-2025	119	Application of Defect Prediction Model Based on Convolutional Neural Networks in Software Evaluation	B. Wang; P. Gan; D. Lv	2025	10.1109/MLISE66443.2025.11100144	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11100144	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
120	IEEE	25-10-2025	120	CFG2AT: Control Flow Graph and Graph Attention Network-Based Software Defect Prediction	H. Liu; Z. Li; H. Zhang; X. -Y. Jing; J. Liu	2025	10.1109/TR.2024.3503688	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10779185	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
121	IEEE	25-10-2025	121	Software Defect Prediction Method Based on Multi-Feature Fusion	Z. Zhou; Y. Zhu; Q. Yu; J. Li	2025	10.1109/QRS65678.2025.00059	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11173498	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
122	IEEE	25-10-2025	122	CAFEM: Context-Aware Feature Enhancement with Multi-Stage Sampling for Statement-Level Defect Prediction	Z. Liu; Y. Zhu; J. Li; G. Hao	2025	10.1109/QRS65678.2025.00056	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11173457	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
123	IEEE	25-10-2025	123	Deep Learning-Based Cross-Project Defect Prediction: A Comprehensive Survey	Y. Zou; H. Wang; H. Lv; S. Zhao	2025	10.1109/QRS-C65679.2025.00036	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11216481	Conference	unique			1	0	0	0	0							E2																		
124	IEEE	25-10-2025	124	Software Defect Prediction Based on the Dynamic Attention Rule Explanation Method	R. He; Y. Li; C. Sun	2025	10.1109/QRS-C65679.2025.00058	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11216564	Conference	unique			1	0	0	0	0							E3																0		
125	IEEE	25-10-2025	125	A Novel Ensemble Classifier Selection Method for Software Defect Prediction	X. Dong; J. Wang; Y. Liang	2025	10.1109/ACCESS.2025.3537658	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10869442	Journal	unique			1	0	0	0	0							E1																		
126	IEEE	25-10-2025	126	Current Trends in Class Imbalance Learning for Software Defect Prediction	S. R. Goyal	2025	10.1109/ACCESS.2025.3532250	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10847860	Journal	unique			1	0	0	0	0							E2																		
127	IEEE	25-10-2025	127	Software Defect Prediction Based on Gated Fusion of Pre-trained Models	J. Li; Y. Zhu; Q. Yu; Y. Ding; C. Huang	2025	10.1109/QRS-C65679.2025.00034	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11216514	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
128	IEEE	25-10-2025	128	A Dual-Network MLSTM Model for Software Defect Density Prediction	J. Kaur; A. Kaur	2025	10.1109/NETCRYPT65877.2025.11102685	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11102685	Conference	unique			1	0	0	0	0							E3																		
129	IEEE	25-10-2025	129	Enhancing Software Defect Prediction:Integrating SAINT with Ant Colony Optimization and Explainable AI	S. Mohapatra; E. Ju; J. Lee; D. Ryu	2025	10.1109/BigComp64353.2025.00033	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10936882	Conference	unique			1	0	0	0	0							E3																		
130	IEEE	25-10-2025	130	Improving Software Defect Detection With LSTM-Based Semantic Modeling and Class Imbalance Handling	H. Andrade; N. Pombo; S. Pais	2025	10.1109/OJCS.2025.3613134	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11175486	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
131	IEEE	25-10-2025	131	Counterfactual Contrastive Explanations for Software Defect Prediction: Toward Better Model Understanding and Accuracy	Q. -Y. Zou; Z. -Y. Yang; X. -R. Qiu; J. -H. Yu; Y. -Y. Shi; N. Chen	2025	10.1109/TR.2025.3611079	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11185246	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
132	IEEE	25-10-2025	132	Code Smell Predictions Using Ensemble Deep Learning Approach: A Case Study on Data Class	K. K. Sahu; R. Panigrahi; V. K. Swain; N. Padhy; A. K. Mishra; T. Sahu; P. K. Mallick	2025	10.1109/ESIC64052.2025.10962706	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962706	Conference	unique			1	0	0	0	0							E1																		
133	IEEE	25-10-2025	133	Examining the Performance of Mamba Tab for Software Defect Prediction	S. Manikandan; S. Jadhav; D. Ryu; S. Ahn	2025	10.1109/BigComp64353.2025.00010	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10936889	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
134	IEEE	25-10-2025	134	JMH-Prophet: Optimizing Java Microbenchmark Performance Predictions with Multimodal Deep Learning Techniques	H. Zhang; X. Jiang; S. Li; J. Chen; D. Wang	2025	10.1109/QRS-C65679.2025.00039	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11216579	Conference	unique			1	0	0	0	0							E3																		
135	ScienceDirect	25-10-2025	135	Feature selection-based web application defect prediction: a systematic review	Chen S,Jiang W	2024	10.1108/IJWIS-05-2025-0132	http://dx.doi.org/10.1108/IJWIS-05-2025-0132;https://www.sciencedirect.com/science/article/pii/S1744008424000077	Journal	unique			1	0	0	0	0							E2																		
136	ScienceDirect	25-10-2025	136	Nonparametric Statistical Feature Scaling Based Quadratic Regressive Convolution Deep Neural Network for Software Fault Prediction	Sivavelu S,Palanisamy V	2024	10.32604/cmc.2024.047407	http://dx.doi.org/10.32604/cmc.2024.047407;https://www.sciencedirect.com/science/article/pii/S1546221824003217	Journal	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
137	ScienceDirect	25-10-2025	137	TRGNet: a deep transfer learning approach for software defect prediction	Nevendra M,Singh P	2025	10.1016/j.eswa.2025.127799	http://dx.doi.org/10.1016/j.eswa.2025.127799;https://www.sciencedirect.com/science/article/pii/S0957417425014216	Journal	unique	21		1	1	1	0	1		1	1	1	0	1																	1		
138	ScienceDirect	25-10-2025	138	Software Defect Prediction Harnessing on Multi 1-Dimensional Convolutional Neural Network Structure	Zain ZM,Sakri S,Asmak Ismail NH,Parizi RM	2021	10.32604/cmc.2022.022085	http://dx.doi.org/10.32604/cmc.2022.022085;https://www.sciencedirect.com/science/article/pii/S1546221821000989	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
139	ScienceDirect	25-10-2025	139	Ensemble learning based software defect prediction	Dong X,Liang Y,Miyamoto S,Yamaguchi S	2023	10.1016/j.jer.2023.10.038	http://dx.doi.org/10.1016/j.jer.2023.10.038;https://www.sciencedirect.com/science/article/pii/S2307187723002997	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
140	ScienceDirect	25-10-2025	140	Deep learning based continuous integration and continuous delivery software defect prediction with effective optimization strategy	Mishra A,Sharma A	2024	10.1016/j.knosys.2024.111835	http://dx.doi.org/10.1016/j.knosys.2024.111835;https://www.sciencedirect.com/science/article/pii/S0950705124004696	Journal	unique	15		1	0	0	0	0							E3																		
141	ScienceDirect	25-10-2025	141	Application of Deep Learning in Software Defect Prediction: Systematic Literature Review and Meta-analysis	Zain ZM,Sakri S,Ismail NH	2023	10.1016/j.infsof.2023.107175	http://dx.doi.org/10.1016/j.infsof.2023.107175;https://www.sciencedirect.com/science/article/pii/S0950584923000290	Journal	unique	4		1	0	0	0	0							E2																		
142	ScienceDirect	25-10-2025	142	bjCnet: A contrastive learning-based framework for software defect prediction	Han J,Huang C,Liu J	2024	10.1016/j.cose.2024.104024	http://dx.doi.org/10.1016/j.cose.2024.104024;https://www.sciencedirect.com/science/article/pii/S0167404824003298	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
143	ScienceDirect	25-10-2025	143	Software defect prediction using stacked denoising autoencoders and two-stage ensemble learning	Tong H,Liu B,Wang S	2018	10.1016/j.infsof.2017.11.008	http://dx.doi.org/10.1016/j.infsof.2017.11.008;https://www.sciencedirect.com/science/article/pii/S0950584917300113	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
144	ScienceDirect	25-10-2025	144	DHG-BiGRU: Dual-attention based hierarchical gated BiGRU for software defect prediction	Malhotra R,Singh P	2025	10.1016/j.infsof.2024.107646	http://dx.doi.org/10.1016/j.infsof.2024.107646;https://www.sciencedirect.com/science/article/pii/S0950584924002519	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
145	ScienceDirect	25-10-2025	145	WGNCS: A robust hybrid cross-version defect model via multi-objective optimization and deep enhanced feature representation	Zhang N,Ying S,Ding W,Zhu K,Zhu D	2021	10.1016/j.ins.2021.05.008	http://dx.doi.org/10.1016/j.ins.2021.05.008;https://www.sciencedirect.com/science/article/pii/S0020025521004540	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
146	ScienceDirect	25-10-2025	146	Cross-project defect prediction based on G-LSTM model	Xing Y,Qian X,Guan Y,Yang B,Zhang Y	2022	10.1016/j.patrec.2022.04.039	http://dx.doi.org/10.1016/j.patrec.2022.04.039;https://www.sciencedirect.com/science/article/pii/S0167865522001519	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
147	ScienceDirect	25-10-2025	147	A study on the relevance of semantic features extracted using BERT-based language models for enhancing the performance of software defect classifiers	Briciu A,Czibula G,Lupea M	2023	10.1016/j.procs.2023.10.149	http://dx.doi.org/10.1016/j.procs.2023.10.149;https://www.sciencedirect.com/science/article/pii/S1877050923013078	Journal	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
148	ScienceDirect	25-10-2025	148	PathPair2Vec: An AST path pair-based code representation method for defect prediction	Shi K,Lu Y,Chang J,Wei Z	2020	10.1016/j.cola.2020.100979	http://dx.doi.org/10.1016/j.cola.2020.100979;https://www.sciencedirect.com/science/article/pii/S2590118420300393	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
149	ScienceDirect	25-10-2025	149	Optimizing fault prediction in software based on MnasNet/LSTM optimized by an improved lotus flower algorithm	Long W,Qixin Z,Zakharov MA,Lee S	2025	10.1016/j.eij.2025.100623	http://dx.doi.org/10.1016/j.eij.2025.100623;https://www.sciencedirect.com/science/article/pii/S1110866525000167	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
150	ScienceDirect	25-10-2025	150	Nested deep learning with learned network embeddings for software defect prediction	Mehta S,Kumar L,Misra S,Patnaik KS,Singh V	2025	10.1016/j.asoc.2025.113057	http://dx.doi.org/10.1016/j.asoc.2025.113057;https://www.sciencedirect.com/science/article/pii/S1568494625003680	Journal	unique	18		1	1	1	0	1		1	0	0	0	0	E6																0		
151	ScienceDirect	25-10-2025	151	Improving defect prediction with deep forest	Zhou T,Sun X,Xia X,Li B,Chen X	2019	10.1016/j.infsof.2019.07.003	http://dx.doi.org/10.1016/j.infsof.2019.07.003;https://www.sciencedirect.com/science/article/pii/S0950584919301466	Journal	unique			1	0	1	1	0							E1																		
152	ScienceDirect	25-10-2025	152	A Software Defect Prediction Method Using a Multivariate Heterogeneous Hybrid Deep Learning Algorithm	Fei Q,Hu H,Yin G,Sun Z	2025	10.32604/cmc.2024.058931	http://dx.doi.org/10.32604/cmc.2024.058931;https://www.sciencedirect.com/science/article/pii/S1546221825000724	Journal	unique	38		1	1	1	0	1		1	1	1	0	1																	1		
153	ScienceDirect	25-10-2025	153	Clone consistent-defect prediction based on deep learning method	Zhang F,Che Y,Liang T,Jiang W	2023	10.1016/j.ins.2023.03.007	http://dx.doi.org/10.1016/j.ins.2023.03.007;https://www.sciencedirect.com/science/article/pii/S0020025523003031	Journal	unique	44		1	0	0	0	0							E3																		
154	ScienceDirect	25-10-2025	154	Boosting multi-objective just-in-time software defect prediction by fusing expert metrics and semantic metrics	Chen X,Xia H,Pei W,Ni C,Liu K	2023	10.1016/j.jss.2023.111853	http://dx.doi.org/10.1016/j.jss.2023.111853;https://www.sciencedirect.com/science/article/pii/S0164121223002480	Journal	unique			1	0	0	0	0							E3																		
155	ScienceDirect	25-10-2025	155	A comparative study on the effect of data imbalance on software defect prediction	Liu Y,Zhang W,Qin G,Zhao J	2022	10.1016/j.procs.2022.11.349	http://dx.doi.org/10.1016/j.procs.2022.11.349;https://www.sciencedirect.com/science/article/pii/S1877050922020610	Journal	unique			1	0	0	0	0							E3																		
156	ScienceDirect	25-10-2025	156	Software defect prediction via cost-sensitive Siamese parallel fully-connected neural networks	Zhao L,Shang Z,Zhao L,Zhang T,Tang YY	2019	10.1016/j.neucom.2019.03.076	http://dx.doi.org/10.1016/j.neucom.2019.03.076;https://www.sciencedirect.com/science/article/pii/S0925231219305004	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
157	ScienceDirect	25-10-2025	157	Deep learning based software defect prediction	Qiao L,Li X,Umer Q,Guo P	2020	10.1016/j.neucom.2019.11.067	http://dx.doi.org/10.1016/j.neucom.2019.11.067;https://www.sciencedirect.com/science/article/pii/S0925231219316698	Journal	unique	46		1	1	1	0	1		1	1	1	0	1																	1		
158	ScienceDirect	25-10-2025	158	Metric-based defect prediction from class diagram	Battulga B,Tsoodol L,Dovdon E,Bold N,Namsrai OE	2025	10.1016/j.array.2025.100438	http://dx.doi.org/10.1016/j.array.2025.100438;https://www.sciencedirect.com/science/article/pii/S2590005625000657	Journal	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
159	ScienceDirect	25-10-2025	159	Precise Learning of Source Code Contextual Semantics via Hierarchical Dependence Structure and Graph Attention Networks	Zhao Z,Yang B,Li G,Liu H,Jin Z	2022	10.1016/j.jss.2021.111108	http://dx.doi.org/10.1016/j.jss.2021.111108;https://www.sciencedirect.com/science/article/pii/S0164121221002053	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
160	ScienceDirect	25-10-2025	160	On the use of deep learning in software defect prediction	Giray G,Bennin KE,KÃ¶ksal Ã–,Babur Ã–,Tekinerdogan B	2023	10.1016/j.jss.2022.111537	http://dx.doi.org/10.1016/j.jss.2022.111537;https://www.sciencedirect.com/science/article/pii/S0164121222002138	Journal	unique	3		1	0	0	0	0							E2																		
161	ScienceDirect	25-10-2025	161	Graph-Based Feature Learning for Cross-Project Software Defect Prediction	Abdu A,Zhai Z,Abdo HA,Algabri R,Lee S	2023	10.32604/cmc.2023.043680	http://dx.doi.org/10.32604/cmc.2023.043680;https://www.sciencedirect.com/science/article/pii/S1546221823000851	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
162	ScienceDirect	25-10-2025	162	SLDeep: Statement-level software defect prediction using deep-learning model on static code features	Majd A,Vahidi-Asl M,Khalilian A,Poorsarvi-Tehrani P,Haghighi H	2020	10.1016/j.eswa.2019.113156	http://dx.doi.org/10.1016/j.eswa.2019.113156;https://www.sciencedirect.com/science/article/pii/S0957417419308735	Journal	unique	58		1	1	1	0	1		1	1	1	0	1																	1		
163	ScienceDirect	25-10-2025	163	Software fault prediction using data mining, machine learning and deep learning techniques: A systematic literature review	Batool I,Khan TA	2022	10.1016/j.compeleceng.2022.107886	http://dx.doi.org/10.1016/j.compeleceng.2022.107886;https://www.sciencedirect.com/science/article/pii/S0045790622001744	Journal	unique			1	0	0	0	0							E2																		
164	Springer	25-10-2025	164	Semantic and traditional feature fusion for software defect prediction using hybrid deep learning model	Ahmed AbduZhengjun ZhaiHakim A. AbdoRedhwan AlgabriMohammed A. Al-masniMannan Saeed MuhammadYeong Hyeon Gu	2024	10.1038/s41598-024-65639-4	https://link.springer.com/article/10.1038/s41598-024-65639-4	Journal	unique	57		1	1	1	0	1		1	1	1	0	1																	1		
165	Springer	25-10-2025	165	Survey of software defect prediction features	Shaoming QiuBicong EJingjie HeLiangyu Liu	2024	10.1007/s00521-024-10937-1	https://link.springer.com/article/10.1007/s00521-024-10937-1	Journal	unique			1	0	0	0	0							E2																		
166	Springer	25-10-2025	166	Is deep learning good enough for software defect prediction	Sushant Kumar PandeyArya HaldarAnil Kumar Tripathi	2023	10.1007/s11334-023-00542-1	https://link.springer.com/article/10.1007/s11334-023-00542-1	Journal	unique	6		1	1	1	0	1		1	1	1	0	1																	1		
167	Springer	25-10-2025	167	Towards Effective Software Defect Prediction Using Machine Learning Techniques	Akshat PandeyAkshay Jadhav	2024	10.1007/s42979-024-03458-0	https://link.springer.com/article/10.1007/s42979-024-03458-0	Journal	unique			1	0	0	0	0							E1																		
168	Springer	25-10-2025	168	Software defect prediction: future directions and challenges	Zhiqiang LiJingwen NiuXiao-Yuan Jing	2024	10.1007/s10515-024-00424-1	https://link.springer.com/article/10.1007/s10515-024-00424-1	Journal	unique			1	0	0	0	0							E2																		
169	Springer	25-10-2025	169	Class Balancing Approaches to Improve for Software Defect Prediction Estimations: A Comparative Study	Ãngel J. SÃ¡nchez-GarcÃ­aXavier LimÃ³nSaÃºl DomÃ­nguez-IsidroDan Javier Olvera-VilledaJuan Carlos PÃ©rez-Arriaga	2024	10.1134/S036176882470066X	https://link.springer.com/article/10.1134/S036176882470066X	Journal	unique			1	0	0	0	0							E3																		
